Product Name,Specifications,Rating,Price,Product URL,Battery Life,Weight,Webcam,Display Size
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ322WS Th...,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹28,990₹50,99043% off",https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj322ws-thin-light-laptop/p/itm968db504ada5b?pid=COMGMGXFQZGYKEZG&lid=LSTCOMGMGXFQZGYKEZGUU1BUT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_21&otracker=search&fm=organic&iid=en_IKOL4AfcT8UTbI9aLVd_t29eh-SElFLFfJvnGB-6CMOJjpfrpe4SGeOzRNiRJ6-ws3DqJv2J6UYoDRdDY_JuycsrgPW5YLzJU0_H6_RHKR0%3D&ppt=None&ppn=None&ssid=rsedye3lps0000001746940033405&qH=312f91285e048e09,Model Number,1.63 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch)
Acer Aspire 3 AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and Light L...,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,4.1,"₹27,990₹44,99037% off",https://www.flipkart.com/acer-aspire-3-amd-ryzen-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-a325-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397X2KJ8XCHR&lid=LSTCOMH397X2KJ8XCHRBDEAS1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_22&otracker=search&fm=organic&iid=en_IKOL4AfcT8UTbI9aLVd_t29eh-SElFLFfJvnGB-6CMNn3-e8CHN4w_2dwugxvyLw1SqJDxoL-eO6y-opidFy0MDbPjpExlWhmpgUQnOg2ao%3D&ppt=None&ppn=None&ssid=rsedye3lps0000001746940033405&qH=312f91285e048e09,Not found,1.79 Kg,Full HD camera,39.62 cm (15.6 Inch)
HP Chromebook Intel Celeron Dual Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0506TU Chromeb...,Intel Celeron Dual Core Processor4 GB LPDDR4 RAM64 bit Chrome Operating System35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty,3.9,"₹16,990₹32,29547% off",https://www.flipkart.com/hp-chromebook-intel-celeron-dual-core-n4120-4-gb-64-gb-emmc-storage-chrome-os-14a-ca0506tu/p/itmb2e03ff1f9366?pid=COMGBHKFAYHEMVAT&lid=LSTCOMGBHKFAYHEMVATTMWBVX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_23&otracker=search&fm=organic&iid=518a892d-30c7-4ab6-8e2a-9bb18f389902.COMGBHKFAYHEMVAT.SEARCH&ppt=None&ppn=None&ssid=rsedye3lps0000001746940033405&qH=312f91285e048e09,Warranty Summary,1.49 Kg,HP Wide Vision 720p HD camera,35.56 cm (14 Inch)
HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0129TU Thin and Light ...,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,4.3,"₹36,990₹50,90327% off",https://www.flipkart.com/hp-laptop-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-15-fd0129tu-thin-light/p/itmcf7c16556a324?pid=COMHF6WAGPZCBQVZ&lid=LSTCOMHF6WAGPZCBQVZPP4MLX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_24&otracker=search&fm=organic&iid=518a892d-30c7-4ab6-8e2a-9bb18f389902.COMHF6WAGPZCBQVZ.SEARCH&ppt=None&ppn=None&ssid=rsedye3lps0000001746940033405&qH=312f91285e048e09,3 Cell,1.59 kg,HP True Vision 1080p FHD Camera with Temporal Noise Reduction,39.62 cm (15.6 inch)
DELL 15 Intel Core i5 1334U - (16 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop,"Intel Core i5 Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty",4.5,"₹56,990₹68,25816% off",https://www.flipkart.com/dell-15-intel-core-i5-1334u-16-gb-512-gb-ssd-windows-11-home-3530-thin-light-laptop/p/itm672bf7685863c?pid=COMH8EPFHZ6H2F6X&lid=LSTCOMH8EPFHZ6H2F6XBQ2OPK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_25&otracker=search&fm=organic&iid=cb24e71a-8fa6-4b99-a4d9-90c617fabc2a.COMH8EPFHZ6H2F6X.SEARCH&ppt=pp&ppn=pp&ssid=g1ru6qf73k0000001746940140463&qH=312f91285e048e09,Up to 7 Hrs*,1.62 Kg,Not found,39.62 cm (15.6 Inch)
Apple MacBook Air Apple M4 - (16 GB/256 GB SSD/macOS Sequoia) MW0W3HN/A,"Apple M4 Processor16 GB Unified Memory RAMMac OS Operating System256 GB SSD34.54 cm (13.6 inch) DisplayBuilt-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, iPhone Mirroring, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Passwords, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Stocks, Time Machine, Tips, TV, Voice Memos, Weather1 Year Limited Warranty",4.7,"₹91,990₹99,9007% off",https://www.flipkart.com/apple-macbook-air-m4-16-gb-256-gb-ssd-macos-sequoia-mw0w3hn-a/p/itmf733f99c22ee6?pid=COMH9ZWQP4EP2XAT&lid=LSTCOMH9ZWQP4EP2XAT2OHHOE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_26&otracker=search&fm=organic&iid=cb24e71a-8fa6-4b99-a4d9-90c617fabc2a.COMH9ZWQP4EP2XAT.SEARCH&ppt=pp&ppn=pp&ssid=g1ru6qf73k0000001746940140463&qH=312f91285e048e09,Warranty Summary,1.24 kg,"12MP Center Stage Camera with Support for Desk View, 1080p HD Video Recording, Advanced Image Signal Processor with Computational Video",34.54 cm (13.6 inch)
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ131WS Th...,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 + Microsoft 365 Basic1 Year Onsite Warranty,4.2,"₹29,990₹44,99033% off",https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj131ws-thin-light-laptop/p/itm1a9101a401f3c?pid=COMH94998FGG8FHG&lid=LSTCOMH94998FGG8FHGURVZSF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_27&otracker=search&fm=organic&iid=en_ItNjDeGTZ3YYBAN_TccygZBH0wzZFGBq0M_OXj3m2ZM9epJ1Yap39t-Mjv8Nfy8kDts8p5tIFucMLj7GV0ZqVfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=g1ru6qf73k0000001746940140463&qH=312f91285e048e09,3-cell Li-ion,1.63 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch)
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS Th...,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹28,990₹50,99043% off",https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj321ws-thin-light-laptop/p/itmf2da9c7085e1b?pid=COMGNRNUUGYRB96A&lid=LSTCOMGNRNUUGYRB96ALHMXAV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_28&otracker=search&fm=organic&iid=en_ItNjDeGTZ3YYBAN_TccygZBH0wzZFGBq0M_OXj3m2ZOdA4gaIFeL_QCuLxyiesNWGq3H4oRcQF4C9C3QoCy5UfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=g1ru6qf73k0000001746940140463&qH=312f91285e048e09,3 cell,1.63 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch)
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ527WS|X150...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹40,990₹69,99041% off",https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj527ws-x1504za-nj522ws-thin-light-laptop/p/itm200184e4e0443?pid=COMH4Y6KZGGKYCGP&lid=LSTCOMH4Y6KZGGKYCGP6QZMPB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_29&otracker=search&fm=organic&iid=cb24e71a-8fa6-4b99-a4d9-90c617fabc2a.COMH4Y6KZGGKYCGP.SEARCH&ppt=pp&ppn=pp&ssid=g1ru6qf73k0000001746940140463&qH=312f91285e048e09,Not found,1.70 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch)
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ133WS Th...,AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 + Microsoft 365 Basic1 Year Onsite Warranty,4.2,"₹34,990₹50,99031% off",https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj133ws-thin-light-laptop/p/itm8362a21e94d09?pid=COMH9499ZGGSBUHQ&lid=LSTCOMH9499ZGGSBUHQNDCH7U&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_30&otracker=search&fm=organic&iid=cb24e71a-8fa6-4b99-a4d9-90c617fabc2a.COMH9499ZGGSBUHQ.SEARCH&ppt=pp&ppn=pp&ssid=g1ru6qf73k0000001746940140463&qH=312f91285e048e09,3-cell Li-ion,1.63 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch)
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty,4.3,"₹49,990₹62,52620% off",https://www.flipkart.com/hp-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-15s-fq5330tu-15-fd0111tu-thin-light-laptop/p/itm5b5f94f7b044c?pid=COMGXNZGJV3MEMWM&lid=LSTCOMGXNZGJV3MEMWMMNYA0K&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_31&otracker=search&fm=organic&iid=en_ItNjDeGTZ3YYBAN_TccygZBH0wzZFGBq0M_OXj3m2ZPRVOcJQ0XlgyhYeOxbKumMKQE6YObZKIxTQfIOFxV5ig%3D%3D&ppt=pp&ppn=pp&ssid=g1ru6qf73k0000001746940140463&qH=312f91285e048e09,Not found,1.69 Kg,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,39.62 cm (15.6 inch)
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.3,"₹44,990₹70,06435% off",https://www.flipkart.com/hp-backlit-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-15s-fy5002tu-thin-light-laptop/p/itm9046eaf5a4af9?pid=COMGZNSBS7Z959EW&lid=LSTCOMGZNSBS7Z959EWGCQAVA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_32&otracker=search&fm=organic&iid=en_ItNjDeGTZ3YYBAN_TccygZBH0wzZFGBq0M_OXj3m2ZM6pT4VSNvJkMyAWs4UILi-6Y9G57ML85V4ANWW4_D5JA%3D%3D&ppt=pp&ppn=pp&ssid=g1ru6qf73k0000001746940140463&qH=312f91285e048e09,Warranty Summary,1.69 Kg,HP True Vision 720p HD camera,39.62 cm (15.6 Inch)
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ322WS Thin...,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.3,"₹29,990₹54,99045% off",https://www.flipkart.com/asus-vivobook-15-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj322ws-thin-light-laptop/p/itm200184e4e0443?pid=COMH4Y6KT9ZMYXA6&lid=LSTCOMH4Y6KT9ZMYXA60HIRLB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_33&otracker=search&fm=organic&iid=cb24e71a-8fa6-4b99-a4d9-90c617fabc2a.COMH4Y6KT9ZMYXA6.SEARCH&ppt=pp&ppn=pp&ssid=g1ru6qf73k0000001746940140463&qH=312f91285e048e09,Not found,1.70 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch)
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty",3.7,"₹16,990₹34,99051% off",https://www.flipkart.com/chuwi-intel-celeron-dual-core-11th-gen-n4020-8-gb-256-gb-ssd-windows-11-home-herobook-pro-laptop/p/itm5e1f327988402?pid=COMGQHMZWHRXFWET&lid=LSTCOMGQHMZWHRXFWETVNWSPG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_34&otracker=search&fm=organic&iid=cb24e71a-8fa6-4b99-a4d9-90c617fabc2a.COMGQHMZWHRXFWET.SEARCH&ppt=pp&ppn=pp&ssid=g1ru6qf73k0000001746940140463&qH=312f91285e048e09,Up To 9 Hours,1.39 kg,Yes,35.81 cm (14.1 inch)
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH...,Intel Core i5 Processor (13th Gen)16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,4.4,"₹61,990₹1,11,89044% off",https://www.flipkart.com/lenovo-yoga-slim-6-wuxga-oled-intel-core-i5-13th-gen-13500h-16-gb-512-gb-ssd-windows-11-home-14irh8-thin-light-laptop/p/itm4914c3143a9a5?pid=COMGSVFETYUGZUHR&lid=LSTCOMGSVFETYUGZUHRTFCRLG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_35&otracker=search&fm=organic&iid=cb24e71a-8fa6-4b99-a4d9-90c617fabc2a.COMGSVFETYUGZUHR.SEARCH&ppt=pp&ppn=pp&ssid=g1ru6qf73k0000001746940140463&qH=312f91285e048e09,Not found,1.35 Kg,"Full HD 1080p + IR with Privacy Shutter, ToF Sensor",35.56 cm (14 inch)
ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ320WS Thin...,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite warranty,4.3,"₹35,990₹54,99034% off",https://www.flipkart.com/asus-vivobook-15-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-x1504va-nj320ws-thin-light-laptop/p/itm200184e4e0443?pid=COMGYSFGRDEFFPY6&lid=LSTCOMGYSFGRDEFFPY6IFXPZU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_36&otracker=search&fm=organic&iid=cb24e71a-8fa6-4b99-a4d9-90c617fabc2a.COMGYSFGRDEFFPY6.SEARCH&ppt=pp&ppn=pp&ssid=g1ru6qf73k0000001746940140463&qH=312f91285e048e09,Not found,1.70 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch)
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0154AU Thin and Ligh...,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹29,990₹45,99534% off",https://www.flipkart.com/hp-15-2024-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-15-fc0154au-thin-light-laptop/p/itm341b4714ead99?pid=COMH56DFUBTUMXRH&lid=LSTCOMH56DFUBTUMXRHUIRDZB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_37&otracker=search&fm=organic&iid=en_ItNjDeGTZ3YYBAN_TccygZBH0wzZFGBq0M_OXj3m2ZNTe32QYzX2vKM7ePYP5OBGukddv9J8ILDIsSX4eFHrg_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=g1ru6qf73k0000001746940140463&qH=312f91285e048e09,Not found,1.59 Kg,HP True Vision 1080p FHD camera,39.62 cm (15.6 Inch)
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,"AMD Ryzen 5 Quad Core Processor16 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year1 Year Onsite Warranty",4.2,"₹40,990₹52,99022% off",https://www.flipkart.com/asus-vivobook-go-14-2025-office-2024-m365-basic-amd-ryzen-5-quad-core-7520u-16-gb-512-gb-ssd-windows-11-home-e1404fa-nk5541ws-thin-light-laptop/p/itme419148dae39c?pid=COMH9SJ9G3HZFQS3&lid=LSTCOMH9SJ9G3HZFQS3XQ3SG1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_38&otracker=search&fm=organic&iid=en_ItNjDeGTZ3YYBAN_TccygZBH0wzZFGBq0M_OXj3m2ZMduAu3xvbt04hxqPXYczQM1Ur8gxlKkIt55ay5UwpnnvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=g1ru6qf73k0000001746940140463&qH=312f91285e048e09,3-cell,1.38 Kg,720p HD camera with privacy shutter,35.56 cm (14 inch)
Acer Aspire 3 Backlit AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15-42 ...,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,4.1,"₹36,990₹59,99038% off",https://www.flipkart.com/acer-aspire-3-backlit-amd-ryzen-5-hexa-core-7430u-16-gb-512-gb-ssd-windows-11-home-as15-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397XW36HUXB8&lid=LSTCOMH397XW36HUXB8LCSOPU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_39&otracker=search&fm=organic&iid=cb24e71a-8fa6-4b99-a4d9-90c617fabc2a.COMH397XW36HUXB8.SEARCH&ppt=pp&ppn=pp&ssid=g1ru6qf73k0000001746940140463&qH=312f91285e048e09,Not found,1.79 Kg,Full HD camera,39.62 cm (15.6 Inch)
CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"Intel Celeron Quad Core Processor (12th Gen)8 GB LPDDR5 RAM64 bit Windows 11 Home Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty",4.1,"₹17,990₹34,99048% off",https://www.flipkart.com/chuwi-intel-celeron-quad-core-12th-gen-n100-8-gb-256-gb-ssd-windows-11-home-gemibook-x-pro-laptop/p/itm95998eabab6f9?pid=COMGVBZBDZJXUZFC&lid=LSTCOMGVBZBDZJXUZFCFYZTJO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_40&otracker=search&fm=organic&iid=cb24e71a-8fa6-4b99-a4d9-90c617fabc2a.COMGVBZBDZJXUZFC.SEARCH&ppt=pp&ppn=pp&ssid=g1ru6qf73k0000001746940140463&qH=312f91285e048e09,Up To 6 Hours,1.46 kg,2MP,35.81 cm (14.1 inch)
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ322WS Th...,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹28,990₹50,99043% off",https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj322ws-thin-light-laptop/p/itm968db504ada5b?pid=COMGMGXFQZGYKEZG&lid=LSTCOMGMGXFQZGYKEZGUU1BUT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_41&otracker=search&fm=organic&iid=en_ItNjDeGTZ3YYBAN_TccygZBH0wzZFGBq0M_OXj3m2ZPsJ_NB44B5naq_m_0eLPxQfY2pbElwsbHOT5nwiIwVqfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=g1ru6qf73k0000001746940140463&qH=312f91285e048e09,Model Number,1.63 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch)
Acer Aspire 3 AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and Light L...,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,4.1,"₹27,990₹44,99037% off",https://www.flipkart.com/acer-aspire-3-amd-ryzen-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-a325-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397X2KJ8XCHR&lid=LSTCOMH397X2KJ8XCHRBDEAS1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_42&otracker=search&fm=organic&iid=en_ItNjDeGTZ3YYBAN_TccygZBH0wzZFGBq0M_OXj3m2ZNUFqcWtbpKG-MxwCR8qGh86IS6Rk4cQ1jsVmoT1SgQKvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=g1ru6qf73k0000001746940140463&qH=312f91285e048e09,Not found,1.79 Kg,Full HD camera,39.62 cm (15.6 Inch)
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/512 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,Intel Celeron Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD29.46 cm (11.6 inch) Display1 Year Warranty,3.8,"₹17,990₹35,99950% off",https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-8-gb-512-gb-ssd-windows-11-home-a311-45-thin-light-laptop/p/itmad38595c5a902?pid=COMH7NCZY2QDJ5Z4&lid=LSTCOMH7NCZY2QDJ5Z4RHDRWI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_43&otracker=search&fm=organic&iid=cb24e71a-8fa6-4b99-a4d9-90c617fabc2a.COMH7NCZY2QDJ5Z4.SEARCH&ppt=pp&ppn=pp&ssid=g1ru6qf73k0000001746940140463&qH=312f91285e048e09,MS Office Provided,1.0 kg,1280 x 720 Resolution/720p HD Video,29.46 cm (11.6 inch)
Acer Aspire 3 Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,Intel Core i5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty,4.4,"₹41,990₹64,99935% off",https://www.flipkart.com/acer-aspire-3-intel-core-i5-13th-gen-1334u-8-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itm707770fddc7e9?pid=COMH4B6CNJXPHGAG&lid=LSTCOMH4B6CNJXPHGAGWW6NVE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_44&otracker=search&fm=organic&iid=cb24e71a-8fa6-4b99-a4d9-90c617fabc2a.COMH4B6CNJXPHGAG.SEARCH&ppt=pp&ppn=pp&ssid=g1ru6qf73k0000001746940140463&qH=312f91285e048e09,Not found,1.45 Kg,Video conferencing: 2M With Privacy Camera Shutter,35.56 cm (14 Inch)
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/128 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,Intel Celeron Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Home Operating System128 GB SSD29.46 cm (11.6 inch) Display1 Year Warranty,3.8,"₹15,990₹32,99951% off",https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-8-gb-128-gb-ssd-windows-11-home-a311-45-thin-light-laptop/p/itmad38595c5a902?pid=COMH7NCZGGGWQC4W&lid=LSTCOMH7NCZGGGWQC4WZOS2IO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_45&otracker=search&fm=organic&iid=cb24e71a-8fa6-4b99-a4d9-90c617fabc2a.COMH7NCZGGGWQC4W.SEARCH&ppt=pp&ppn=pp&ssid=g1ru6qf73k0000001746940140463&qH=312f91285e048e09,MS Office Provided,1.0 kg,1280 x 720 Resolution/720p HD Video,29.46 cm (11.6 inch)
